outline_code,subject_digit,ab_prefix,subject,official_subtopic,level1_code,level2_code,level3_code,detail_depth,outline_path,deepest_identifier,deepest_identifier_slug,level1_label,level2_label,level3_label
31010000,3,31,Evidence,Presentation of Evidence,01,00,00,1,Presentation of Evidence,Presentation of Evidence,presentation_of_evidence,Presentation of Evidence,,
31010100,3,31,Evidence,Presentation of Evidence,01,01,00,2,Presentation of Evidence > General Provisions,General Provisions,general_provisions,Presentation of Evidence,General Provisions,
31010101,3,31,Evidence,Presentation of Evidence,01,01,01,3,Presentation of Evidence > General Provisions > Roles of judge and jury,Roles of judge and jury,roles_of_judge_and_jury,Presentation of Evidence,General Provisions,Roles of judge and jury
31010102,3,31,Evidence,Presentation of Evidence,01,01,02,3,Presentation of Evidence > General Provisions > Burden of production and burden of persuasion,Burden of production and burden of persuasion,burden_of_production_and_burden_of_persuasion,Presentation of Evidence,General Provisions,Burden of production and burden of persuasion
31010103,3,31,Evidence,Presentation of Evidence,01,01,03,3,Presentation of Evidence > General Provisions > Presumptions and inferences,Presumptions and inferences,presumptions_and_inferences,Presentation of Evidence,General Provisions,Presumptions and inferences
31010104,3,31,Evidence,Presentation of Evidence,01,01,04,3,Presentation of Evidence > General Provisions > Materiality and probative value,Materiality and probative value,materiality_and_probative_value,Presentation of Evidence,General Provisions,Materiality and probative value
31010105,3,31,Evidence,Presentation of Evidence,01,01,05,3,Presentation of Evidence > General Provisions > Offers of proof,Offers of proof,offers_of_proof,Presentation of Evidence,General Provisions,Offers of proof
31010106,3,31,Evidence,Presentation of Evidence,01,01,06,3,Presentation of Evidence > General Provisions > Judicial notice,Judicial notice,judicial_notice,Presentation of Evidence,General Provisions,Judicial notice
31010107,3,31,Evidence,Presentation of Evidence,01,01,07,3,Presentation of Evidence > General Provisions > Preliminary questions,Preliminary questions,preliminary_questions,Presentation of Evidence,General Provisions,Preliminary questions
31010108,3,31,Evidence,Presentation of Evidence,01,01,08,3,Presentation of Evidence > General Provisions > Rule of completeness,Rule of completeness,rule_of_completeness,Presentation of Evidence,General Provisions,Rule of completeness
31010200,3,31,Evidence,Presentation of Evidence,01,02,00,2,Presentation of Evidence > Objections and Motions to Strike,Objections and Motions to Strike,objections_and_motions_to_strike,Presentation of Evidence,Objections and Motions to Strike,
31010201,3,31,Evidence,Presentation of Evidence,01,02,01,3,Presentation of Evidence > Objections and Motions to Strike > Trial judge’s discretion to control order and presentation of evidence,Trial judge’s discretion to control order and presentation of evidence,trial_judges_discretion_to_control_order_and_presentation_of_evidence,Presentation of Evidence,Objections and Motions to Strike,Trial judge’s discretion to control order and presentation of evidence
31010202,3,31,Evidence,Presentation of Evidence,01,02,02,3,Presentation of Evidence > Objections and Motions to Strike > Common objections to questions,Common objections to questions,common_objections_to_questions,Presentation of Evidence,Objections and Motions to Strike,Common objections to questions
31010203,3,31,Evidence,Presentation of Evidence,01,02,03,3,Presentation of Evidence > Objections and Motions to Strike > Nonresponsive answers,Nonresponsive answers,nonresponsive_answers,Presentation of Evidence,Objections and Motions to Strike,Nonresponsive answers
31010300,3,31,Evidence,Presentation of Evidence,01,03,00,2,Presentation of Evidence > Types of Evidence,Types of Evidence,types_of_evidence,Presentation of Evidence,Types of Evidence,
31010400,3,31,Evidence,Presentation of Evidence,01,04,00,2,Presentation of Evidence > Witnesses,Witnesses,witnesses,Presentation of Evidence,Witnesses,
31010401,3,31,Evidence,Presentation of Evidence,01,04,01,3,Presentation of Evidence > Witnesses > Mode and order of witnesses,Mode and order of witnesses,mode_and_order_of_witnesses,Presentation of Evidence,Witnesses,Mode and order of witnesses
31010402,3,31,Evidence,Presentation of Evidence,01,04,02,3,Presentation of Evidence > Witnesses > Form and scope of examination,Form and scope of examination,form_and_scope_of_examination,Presentation of Evidence,Witnesses,Form and scope of examination
31010403,3,31,Evidence,Presentation of Evidence,01,04,03,3,Presentation of Evidence > Witnesses > Lay opinion testimony,Lay opinion testimony,lay_opinion_testimony,Presentation of Evidence,Witnesses,Lay opinion testimony
31010404,3,31,Evidence,Presentation of Evidence,01,04,04,3,Presentation of Evidence > Witnesses > Competency,Competency,competency,Presentation of Evidence,Witnesses,Competency
31010405,3,31,Evidence,Presentation of Evidence,01,04,05,3,Presentation of Evidence > Witnesses > Personal knowledge,Personal knowledge,personal_knowledge,Presentation of Evidence,Witnesses,Personal knowledge
31010406,3,31,Evidence,Presentation of Evidence,01,04,06,3,Presentation of Evidence > Witnesses > Truthfulness,Truthfulness,truthfulness,Presentation of Evidence,Witnesses,Truthfulness
31010407,3,31,Evidence,Presentation of Evidence,01,04,07,3,Presentation of Evidence > Witnesses > Refreshing recollection,Refreshing recollection,refreshing_recollection,Presentation of Evidence,Witnesses,Refreshing recollection
31010500,3,31,Evidence,Presentation of Evidence,01,05,00,2,Presentation of Evidence > Impeachment,Impeachment,impeachment,Presentation of Evidence,Impeachment,
31010501,3,31,Evidence,Presentation of Evidence,01,05,01,3,Presentation of Evidence > Impeachment > Use of impeachment material,Use of impeachment material,use_of_impeachment_material,Presentation of Evidence,Impeachment,Use of impeachment material
31010502,3,31,Evidence,Presentation of Evidence,01,05,02,3,Presentation of Evidence > Impeachment > Prior inconsistent statement,Prior inconsistent statement,prior_inconsistent_statement,Presentation of Evidence,Impeachment,Prior inconsistent statement
31010503,3,31,Evidence,Presentation of Evidence,01,05,03,3,Presentation of Evidence > Impeachment > Bias,Bias,bias,Presentation of Evidence,Impeachment,Bias
31010504,3,31,Evidence,Presentation of Evidence,01,05,04,3,Presentation of Evidence > Impeachment > Conviction of crime,Conviction of crime,conviction_of_crime,Presentation of Evidence,Impeachment,Conviction of crime
31010505,3,31,Evidence,Presentation of Evidence,01,05,05,3,Presentation of Evidence > Impeachment > Opinion or reputation,Opinion or reputation,opinion_or_reputation,Presentation of Evidence,Impeachment,Opinion or reputation
32020000,3,32,Evidence,Relevancy and Excluding Relevant Evidence,02,00,00,1,Relevance,Relevance,relevance,Relevance,,
32020100,3,32,Evidence,Relevancy and Excluding Relevant Evidence,02,01,00,2,Relevance > Definition,Definition,definition,Relevance,Definition,
32020200,3,32,Evidence,Relevancy and Excluding Relevant Evidence,02,02,00,2,Relevance > Laying a Foundation,Laying a Foundation,laying_a_foundation,Relevance,Laying a Foundation,
32020300,3,32,Evidence,Relevancy and Excluding Relevant Evidence,02,03,00,2,Relevance > Exclusion of Relevant Evidence,Exclusion of Relevant Evidence,exclusion_of_relevant_evidence,Relevance,Exclusion of Relevant Evidence,
32020301,3,32,Evidence,Relevancy and Excluding Relevant Evidence,02,03,01,3,Relevance > Exclusion of Relevant Evidence > Probative value,Probative value,probative_value,Relevance,Exclusion of Relevant Evidence,Probative value
32020302,3,32,Evidence,Relevancy and Excluding Relevant Evidence,02,03,02,3,"Relevance > Exclusion of Relevant Evidence > Discretionary exclusion (undue prejudice, confusion, waste of time)","Discretionary exclusion (undue prejudice, confusion, waste of time)",discretionary_exclusion_undue_prejudice_confusion_waste_of_time,Relevance,Exclusion of Relevant Evidence,"Discretionary exclusion (undue prejudice, confusion, waste of time)"
32020400,3,32,Evidence,Relevancy and Excluding Relevant Evidence,02,04,00,2,Relevance > Character Evidence,Character Evidence,character_evidence,Relevance,Character Evidence,
32020401,3,32,Evidence,Relevancy and Excluding Relevant Evidence,02,04,01,3,Relevance > Character Evidence > Forms of character evidence,Forms of character evidence,forms_of_character_evidence,Relevance,Character Evidence,Forms of character evidence
32020402,3,32,Evidence,Relevancy and Excluding Relevant Evidence,02,04,02,3,Relevance > Character Evidence > Prohibited uses of character evidence,Prohibited uses of character evidence,prohibited_uses_of_character_evidence,Relevance,Character Evidence,Prohibited uses of character evidence
32020403,3,32,Evidence,Relevancy and Excluding Relevant Evidence,02,04,03,3,Relevance > Character Evidence > Exceptions allowing character evidence,Exceptions allowing character evidence,exceptions_allowing_character_evidence,Relevance,Character Evidence,Exceptions allowing character evidence
32020404,3,32,Evidence,Relevancy and Excluding Relevant Evidence,02,04,04,3,Relevance > Character Evidence > Specific acts for noncharacter purposes,Specific acts for noncharacter purposes,specific_acts_for_noncharacter_purposes,Relevance,Character Evidence,Specific acts for noncharacter purposes
32020405,3,32,Evidence,Relevancy and Excluding Relevant Evidence,02,04,05,3,Relevance > Character Evidence > Cross-examination and rebuttal of character witnesses,Cross-examination and rebuttal of character witnesses,cross_examination_and_rebuttal_of_character_witnesses,Relevance,Character Evidence,Cross-examination and rebuttal of character witnesses
32020500,3,32,Evidence,Relevancy and Excluding Relevant Evidence,02,05,00,2,Relevance > Habit or custom practice,Habit or custom practice,habit_or_custom_practice,Relevance,Habit or custom practice,
32020600,3,32,Evidence,Relevancy and Excluding Relevant Evidence,02,06,00,2,Relevance > Similar occurrences and contracts,Similar occurrences and contracts,similar_occurrences_and_contracts,Relevance,Similar occurrences and contracts,
32020700,3,32,Evidence,Relevancy and Excluding Relevant Evidence,02,07,00,2,Relevance > Authentication and Identification,Authentication and Identification,authentication_and_identification,Relevance,Authentication and Identification,
32020800,3,32,Evidence,Relevancy and Excluding Relevant Evidence,02,08,00,2,Relevance > Expert Testimony,Expert Testimony,expert_testimony,Relevance,Expert Testimony,
32020801,3,32,Evidence,Relevancy and Excluding Relevant Evidence,02,08,01,3,Relevance > Expert Testimony > Acceptable testimony,Acceptable testimony,acceptable_testimony,Relevance,Expert Testimony,Acceptable testimony
32020802,3,32,Evidence,Relevancy and Excluding Relevant Evidence,02,08,02,3,Relevance > Expert Testimony > Qualification of experts,Qualification of experts,qualification_of_experts,Relevance,Expert Testimony,Qualification of experts
32020803,3,32,Evidence,Relevancy and Excluding Relevant Evidence,02,08,03,3,Relevance > Expert Testimony > Basis of expert testimony,Basis of expert testimony,basis_of_expert_testimony,Relevance,Expert Testimony,Basis of expert testimony
32020804,3,32,Evidence,Relevancy and Excluding Relevant Evidence,02,08,04,3,Relevance > Expert Testimony > Opinion on ultimate issue,Opinion on ultimate issue,opinion_on_ultimate_issue,Relevance,Expert Testimony,Opinion on ultimate issue
32020805,3,32,Evidence,Relevancy and Excluding Relevant Evidence,02,08,05,3,Relevance > Expert Testimony > Disclosure of underlying facts or data,Disclosure of underlying facts or data,disclosure_of_underlying_facts_or_data,Relevance,Expert Testimony,Disclosure of underlying facts or data
33040000,3,33,Evidence,Hearsay and Circumstances of Its Admissibility,04,00,00,1,Hearsay,Hearsay,hearsay,Hearsay,,
33040100,3,33,Evidence,Hearsay and Circumstances of Its Admissibility,04,01,00,2,Hearsay > In General,In General,in_general,Hearsay,In General,
33040101,3,33,Evidence,Hearsay and Circumstances of Its Admissibility,04,01,01,3,Hearsay > In General > Hearsay rule,Hearsay rule,hearsay_rule,Hearsay,In General,Hearsay rule
33040102,3,33,Evidence,Hearsay and Circumstances of Its Admissibility,04,01,02,3,Hearsay > In General > Conduct as hearsay,Conduct as hearsay,conduct_as_hearsay,Hearsay,In General,Conduct as hearsay
33040103,3,33,Evidence,Hearsay and Circumstances of Its Admissibility,04,01,03,3,Hearsay > In General > Multiple hearsay,Multiple hearsay,multiple_hearsay,Hearsay,In General,Multiple hearsay
33040104,3,33,Evidence,Hearsay and Circumstances of Its Admissibility,04,01,04,3,Hearsay > In General > Unavailability of declarant as necessary or unnecessary for specific exceptions,Unavailability of declarant as necessary or unnecessary for specific exceptions,unavailability_of_declarant_as_necessary_or_unnecessary_for_specific_exceptions,Hearsay,In General,Unavailability of declarant as necessary or unnecessary for specific exceptions
33040200,3,33,Evidence,Hearsay and Circumstances of Its Admissibility,04,02,00,2,Hearsay > Hearsay Exemptions,Hearsay Exemptions,hearsay_exemptions,Hearsay,Hearsay Exemptions,
33040201,3,33,Evidence,Hearsay and Circumstances of Its Admissibility,04,02,01,3,Hearsay > Hearsay Exemptions > Prior statement of witness,Prior statement of witness,prior_statement_of_witness,Hearsay,Hearsay Exemptions,Prior statement of witness
33040202,3,33,Evidence,Hearsay and Circumstances of Its Admissibility,04,02,02,3,Hearsay > Hearsay Exemptions > Statement by opposing party,Statement by opposing party,statement_by_opposing_party,Hearsay,Hearsay Exemptions,Statement by opposing party
33040203,3,33,Evidence,Hearsay and Circumstances of Its Admissibility,04,02,03,3,Hearsay > Hearsay Exemptions > Statements used for non-hearsay purposes,Statements used for non-hearsay purposes,statements_used_for_non_hearsay_purposes,Hearsay,Hearsay Exemptions,Statements used for non-hearsay purposes
33040300,3,33,Evidence,Hearsay and Circumstances of Its Admissibility,04,03,00,2,Hearsay > Hearsay Exceptions,Hearsay Exceptions,hearsay_exceptions,Hearsay,Hearsay Exceptions,
33040301,3,33,Evidence,Hearsay and Circumstances of Its Admissibility,04,03,01,3,Hearsay > Hearsay Exceptions > Requiring unavailability of declarant,Requiring unavailability of declarant,requiring_unavailability_of_declarant,Hearsay,Hearsay Exceptions,Requiring unavailability of declarant
33040302,3,33,Evidence,Hearsay and Circumstances of Its Admissibility,04,03,02,3,Hearsay > Hearsay Exceptions > Not requiring unavailability of declarant,Not requiring unavailability of declarant,not_requiring_unavailability_of_declarant,Hearsay,Hearsay Exceptions,Not requiring unavailability of declarant
33040400,3,33,Evidence,Hearsay and Circumstances of Its Admissibility,04,04,00,2,Hearsay > Confrontation Clause,Confrontation Clause,confrontation_clause,Hearsay,Confrontation Clause,
34050000,3,34,Evidence,"Writings, Recordings, and Photographs",05,00,00,1,"Contents of Writings, Recordings, and Photographs","Contents of Writings, Recordings, and Photographs",contents_of_writings_recordings_and_photographs,"Contents of Writings, Recordings, and Photographs",,
34050100,3,34,Evidence,"Writings, Recordings, and Photographs",05,01,00,2,"Contents of Writings, Recordings, and Photographs > Requirement of the Original",Requirement of the Original,requirement_of_the_original,"Contents of Writings, Recordings, and Photographs",Requirement of the Original,
34050101,3,34,Evidence,"Writings, Recordings, and Photographs",05,01,01,3,"Contents of Writings, Recordings, and Photographs > Requirement of the Original > Best evidence rule",Best evidence rule,best_evidence_rule,"Contents of Writings, Recordings, and Photographs",Requirement of the Original,Best evidence rule
34050200,3,34,Evidence,"Writings, Recordings, and Photographs",05,02,00,2,"Contents of Writings, Recordings, and Photographs > Duplicates",Duplicates,duplicates,"Contents of Writings, Recordings, and Photographs",Duplicates,
34050300,3,34,Evidence,"Writings, Recordings, and Photographs",05,03,00,2,"Contents of Writings, Recordings, and Photographs > Missing or lost documents",Missing or lost documents,missing_or_lost_documents,"Contents of Writings, Recordings, and Photographs",Missing or lost documents,
34050400,3,34,Evidence,"Writings, Recordings, and Photographs",05,04,00,2,"Contents of Writings, Recordings, and Photographs > Summaries",Summaries,summaries,"Contents of Writings, Recordings, and Photographs",Summaries,
35030000,3,35,Evidence,Privileges and Other Policy Exclusions,03,00,00,1,Privileges and Public Policy Exclusions,Privileges and Public Policy Exclusions,privileges_and_public_policy_exclusions,Privileges and Public Policy Exclusions,,
35030100,3,35,Evidence,Privileges and Other Policy Exclusions,03,01,00,2,Privileges and Public Policy Exclusions > Sources and Scope of Privileges and Policy Exclusions,Sources and Scope of Privileges and Policy Exclusions,sources_and_scope_of_privileges_and_policy_exclusions,Privileges and Public Policy Exclusions,Sources and Scope of Privileges and Policy Exclusions,
35030200,3,35,Evidence,Privileges and Other Policy Exclusions,03,02,00,2,Privileges and Public Policy Exclusions > Particular Privileges,Particular Privileges,particular_privileges,Privileges and Public Policy Exclusions,Particular Privileges,
35030201,3,35,Evidence,Privileges and Other Policy Exclusions,03,02,01,3,Privileges and Public Policy Exclusions > Particular Privileges > Spousal Privileges,Spousal Privileges,spousal_privileges,Privileges and Public Policy Exclusions,Particular Privileges,Spousal Privileges
35030202,3,35,Evidence,Privileges and Other Policy Exclusions,03,02,02,3,Privileges and Public Policy Exclusions > Particular Privileges > Marital Communications Privilege,Marital Communications Privilege,marital_communications_privilege,Privileges and Public Policy Exclusions,Particular Privileges,Marital Communications Privilege
35030203,3,35,Evidence,Privileges and Other Policy Exclusions,03,02,03,3,Privileges and Public Policy Exclusions > Particular Privileges > Physician-patient,Physician-patient,physician_patient,Privileges and Public Policy Exclusions,Particular Privileges,Physician-patient
35030204,3,35,Evidence,Privileges and Other Policy Exclusions,03,02,04,3,Privileges and Public Policy Exclusions > Particular Privileges > Psychotherapist-patient,Psychotherapist-patient,psychotherapist_patient,Privileges and Public Policy Exclusions,Particular Privileges,Psychotherapist-patient
35030205,3,35,Evidence,Privileges and Other Policy Exclusions,03,02,05,3,Privileges and Public Policy Exclusions > Particular Privileges > Attorney-client,Attorney-client,attorney_client,Privileges and Public Policy Exclusions,Particular Privileges,Attorney-client
35030206,3,35,Evidence,Privileges and Other Policy Exclusions,03,02,06,3,Privileges and Public Policy Exclusions > Particular Privileges > Clergy and penitent,Clergy and penitent,clergy_and_penitent,Privileges and Public Policy Exclusions,Particular Privileges,Clergy and penitent
35030300,3,35,Evidence,Privileges and Other Policy Exclusions,03,03,00,2,Privileges and Public Policy Exclusions > Public Policy Exclusions,Public Policy Exclusions,public_policy_exclusions,Privileges and Public Policy Exclusions,Public Policy Exclusions,
35030301,3,35,Evidence,Privileges and Other Policy Exclusions,03,03,01,3,Privileges and Public Policy Exclusions > Public Policy Exclusions > Subsequent remedial measures,Subsequent remedial measures,subsequent_remedial_measures,Privileges and Public Policy Exclusions,Public Policy Exclusions,Subsequent remedial measures
35030302,3,35,Evidence,Privileges and Other Policy Exclusions,03,03,02,3,Privileges and Public Policy Exclusions > Public Policy Exclusions > Settlement negotiations and offers of compromise,Settlement negotiations and offers of compromise,settlement_negotiations_and_offers_of_compromise,Privileges and Public Policy Exclusions,Public Policy Exclusions,Settlement negotiations and offers of compromise
35030303,3,35,Evidence,Privileges and Other Policy Exclusions,03,03,03,3,Privileges and Public Policy Exclusions > Public Policy Exclusions > Plea negotiations and withdrawn plea offers,Plea negotiations and withdrawn plea offers,plea_negotiations_and_withdrawn_plea_offers,Privileges and Public Policy Exclusions,Public Policy Exclusions,Plea negotiations and withdrawn plea offers
35030304,3,35,Evidence,Privileges and Other Policy Exclusions,03,03,04,3,Privileges and Public Policy Exclusions > Public Policy Exclusions > Liability insurance,Liability insurance,liability_insurance,Privileges and Public Policy Exclusions,Public Policy Exclusions,Liability insurance
35030305,3,35,Evidence,Privileges and Other Policy Exclusions,03,03,05,3,Privileges and Public Policy Exclusions > Public Policy Exclusions > Payment of medical expenses,Payment of medical expenses,payment_of_medical_expenses,Privileges and Public Policy Exclusions,Public Policy Exclusions,Payment of medical expenses
41030000,4,41,Constitutional Law,Relations Between Federal and State Governments,03,00,00,1,The Federal-State Relationship,The Federal-State Relationship,the_federal_state_relationship,The Federal-State Relationship,,
41030100,4,41,Constitutional Law,Relations Between Federal and State Governments,03,01,00,2,The Federal-State Relationship > Preemption and Consent,Preemption and Consent,preemption_and_consent,The Federal-State Relationship,Preemption and Consent,
41030200,4,41,Constitutional Law,Relations Between Federal and State Governments,03,02,00,2,The Federal-State Relationship > Intergovernmental Immunities,Intergovernmental Immunities,intergovernmental_immunities,The Federal-State Relationship,Intergovernmental Immunities,
41030300,4,41,Constitutional Law,Relations Between Federal and State Governments,03,03,00,2,The Federal-State Relationship > Supremacy Clause,Supremacy Clause,supremacy_clause,The Federal-State Relationship,Supremacy Clause,
41030400,4,41,Constitutional Law,Relations Between Federal and State Governments,03,04,00,2,The Federal-State Relationship > Tenth Amendment and the Scope of State Authority,Tenth Amendment and the Scope of State Authority,tenth_amendment_and_the_scope_of_state_authority,The Federal-State Relationship,Tenth Amendment and the Scope of State Authority,
41030401,4,41,Constitutional Law,Relations Between Federal and State Governments,03,04,01,3,The Federal-State Relationship > Tenth Amendment and the Scope of State Authority > Tenth Amendment,Tenth Amendment,tenth_amendment,The Federal-State Relationship,Tenth Amendment and the Scope of State Authority,Tenth Amendment
41030402,4,41,Constitutional Law,Relations Between Federal and State Governments,03,04,02,3,The Federal-State Relationship > Tenth Amendment and the Scope of State Authority > Dormant Commerce Clause,Dormant Commerce Clause,dormant_commerce_clause,The Federal-State Relationship,Tenth Amendment and the Scope of State Authority,Dormant Commerce Clause
41030403,4,41,Constitutional Law,Relations Between Federal and State Governments,03,04,03,3,The Federal-State Relationship > Tenth Amendment and the Scope of State Authority > State taxation,State taxation,state_taxation,The Federal-State Relationship,Tenth Amendment and the Scope of State Authority,State taxation
42010000,4,42,Constitutional Law,Separation of Powers,01,00,00,1,Separation of Powers,Separation of Powers,separation_of_powers,Separation of Powers,,
42010100,4,42,Constitutional Law,Separation of Powers,01,01,00,2,Separation of Powers > Legislative Branch,Legislative Branch,legislative_branch,Separation of Powers,Legislative Branch,
42010101,4,42,Constitutional Law,Separation of Powers,01,01,01,3,Separation of Powers > Legislative Branch > Taxing and spending power,Taxing and spending power,taxing_and_spending_power,Separation of Powers,Legislative Branch,Taxing and spending power
42010102,4,42,Constitutional Law,Separation of Powers,01,01,02,3,Separation of Powers > Legislative Branch > War power,War power,war_power,Separation of Powers,Legislative Branch,War power
42010103,4,42,Constitutional Law,Separation of Powers,01,01,03,3,Separation of Powers > Legislative Branch > Commerce power,Commerce power,commerce_power,Separation of Powers,Legislative Branch,Commerce power
42010104,4,42,Constitutional Law,Separation of Powers,01,01,04,3,Separation of Powers > Legislative Branch > “Necessary and Proper” Clause power,“Necessary and Proper” Clause power,necessary_and_proper_clause_power,Separation of Powers,Legislative Branch,“Necessary and Proper” Clause power
42010105,4,42,Constitutional Law,Separation of Powers,01,01,05,3,Separation of Powers > Legislative Branch > Investigatory power,Investigatory power,investigatory_power,Separation of Powers,Legislative Branch,Investigatory power
42010106,4,42,Constitutional Law,Separation of Powers,01,01,06,3,Separation of Powers > Legislative Branch > Property power,Property power,property_power,Separation of Powers,Legislative Branch,Property power
42010107,4,42,Constitutional Law,Separation of Powers,01,01,07,3,"Separation of Powers > Legislative Branch > Thirteenth, Fourteenth, and Fifteenth Amendments","Thirteenth, Fourteenth, and Fifteenth Amendments",thirteenth_fourteenth_and_fifteenth_amendments,Separation of Powers,Legislative Branch,"Thirteenth, Fourteenth, and Fifteenth Amendments"
42010108,4,42,Constitutional Law,Separation of Powers,01,01,08,3,Separation of Powers > Legislative Branch > Delegation Clause,Delegation Clause,delegation_clause,Separation of Powers,Legislative Branch,Delegation Clause
42010200,4,42,Constitutional Law,Separation of Powers,01,02,00,2,Separation of Powers > Executive Branch,Executive Branch,executive_branch,Separation of Powers,Executive Branch,
42010201,4,42,Constitutional Law,Separation of Powers,01,02,01,3,Separation of Powers > Executive Branch > Commander-in-chief,Commander-in-chief,commander_in_chief,Separation of Powers,Executive Branch,Commander-in-chief
42010202,4,42,Constitutional Law,Separation of Powers,01,02,02,3,Separation of Powers > Executive Branch > Chief executive,Chief executive,chief_executive,Separation of Powers,Executive Branch,Chief executive
42010203,4,42,Constitutional Law,Separation of Powers,01,02,03,3,Separation of Powers > Executive Branch > Treaties and foreign affairs,Treaties and foreign affairs,treaties_and_foreign_affairs,Separation of Powers,Executive Branch,Treaties and foreign affairs
42010204,4,42,Constitutional Law,Separation of Powers,01,02,04,3,Separation of Powers > Executive Branch > Appointment and removal,Appointment and removal,appointment_and_removal,Separation of Powers,Executive Branch,Appointment and removal
42010205,4,42,Constitutional Law,Separation of Powers,01,02,05,3,Separation of Powers > Executive Branch > Veto,Veto,veto,Separation of Powers,Executive Branch,Veto
42010206,4,42,Constitutional Law,Separation of Powers,01,02,06,3,Separation of Powers > Executive Branch > Pardon,Pardon,pardon,Separation of Powers,Executive Branch,Pardon
42010207,4,42,Constitutional Law,Separation of Powers,01,02,07,3,Separation of Powers > Executive Branch > Executive privilege,Executive privilege,executive_privilege,Separation of Powers,Executive Branch,Executive privilege
42010208,4,42,Constitutional Law,Separation of Powers,01,02,08,3,Separation of Powers > Executive Branch > Executive immunity,Executive immunity,executive_immunity,Separation of Powers,Executive Branch,Executive immunity
42010300,4,42,Constitutional Law,Separation of Powers,01,03,00,2,Separation of Powers > Interbranch Checks and Balances,Interbranch Checks and Balances,interbranch_checks_and_balances,Separation of Powers,Interbranch Checks and Balances,
42010301,4,42,Constitutional Law,Separation of Powers,01,03,01,3,Separation of Powers > Interbranch Checks and Balances > Impeachment and other Congressional limits on executive,Impeachment and other Congressional limits on executive,impeachment_and_other_congressional_limits_on_executive,Separation of Powers,Interbranch Checks and Balances,Impeachment and other Congressional limits on executive
42010302,4,42,Constitutional Law,Separation of Powers,01,03,02,3,Separation of Powers > Interbranch Checks and Balances > Veto and similar powers,Veto and similar powers,veto_and_similar_powers,Separation of Powers,Interbranch Checks and Balances,Veto and similar powers
42010303,4,42,Constitutional Law,Separation of Powers,01,03,03,3,"Separation of Powers > Interbranch Checks and Balances > Executive, congressional, and judicial privileges and immunities","Executive, congressional, and judicial privileges and immunities",executive_congressional_and_judicial_privileges_and_immunities,Separation of Powers,Interbranch Checks and Balances,"Executive, congressional, and judicial privileges and immunities"
43020000,4,43,Constitutional Law,Judicial Review,02,00,00,1,Judicial Review,Judicial Review,judicial_review,Judicial Review,,
43020100,4,43,Constitutional Law,Judicial Review,02,01,00,2,Judicial Review > Organization of Courts,Organization of Courts,organization_of_courts,Judicial Review,Organization of Courts,
43020101,4,43,Constitutional Law,Judicial Review,02,01,01,3,Judicial Review > Organization of Courts > Constitutional basis,Constitutional basis,constitutional_basis,Judicial Review,Organization of Courts,Constitutional basis
43020102,4,43,Constitutional Law,Judicial Review,02,01,02,3,Judicial Review > Organization of Courts > Organization,Organization,organization,Judicial Review,Organization of Courts,Organization
43020200,4,43,Constitutional Law,Judicial Review,02,02,00,2,Judicial Review > Jurisdiction of Courts,Jurisdiction of Courts,jurisdiction_of_courts,Judicial Review,Jurisdiction of Courts,
43020201,4,43,Constitutional Law,Judicial Review,02,02,01,3,Judicial Review > Jurisdiction of Courts > Constitutional limitations and justiciability,Constitutional limitations and justiciability,constitutional_limitations_and_justiciability,Judicial Review,Jurisdiction of Courts,Constitutional limitations and justiciability
43020202,4,43,Constitutional Law,Judicial Review,02,02,02,3,Judicial Review > Jurisdiction of Courts > Congressional limitations,Congressional limitations,congressional_limitations,Judicial Review,Jurisdiction of Courts,Congressional limitations
44040000,4,44,Constitutional Law,Individual Rights,04,00,00,1,Individual Rights,Individual Rights,individual_rights,Individual Rights,,
44040100,4,44,Constitutional Law,Individual Rights,04,01,00,2,Individual Rights > State Action Requirement,State Action Requirement,state_action_requirement,Individual Rights,State Action Requirement,
44040200,4,44,Constitutional Law,Individual Rights,04,02,00,2,Individual Rights > Due Process Clause,Due Process Clause,due_process_clause,Individual Rights,Due Process Clause,
44040201,4,44,Constitutional Law,Individual Rights,04,02,01,3,Individual Rights > Due Process Clause > Incorporation of Bill of Rights through the Fourteenth Amendment,Incorporation of Bill of Rights through the Fourteenth Amendment,incorporation_of_bill_of_rights_through_the_fourteenth_amendment,Individual Rights,Due Process Clause,Incorporation of Bill of Rights through the Fourteenth Amendment
44040202,4,44,Constitutional Law,Individual Rights,04,02,02,3,Individual Rights > Due Process Clause > Substantive due process,Substantive due process,substantive_due_process,Individual Rights,Due Process Clause,Substantive due process
44040203,4,44,Constitutional Law,Individual Rights,04,02,03,3,Individual Rights > Due Process Clause > Procedural due process,Procedural due process,procedural_due_process,Individual Rights,Due Process Clause,Procedural due process
44040300,4,44,Constitutional Law,Individual Rights,04,03,00,2,Individual Rights > Equal Protection Clause,Equal Protection Clause,equal_protection_clause,Individual Rights,Equal Protection Clause,
44040301,4,44,Constitutional Law,Individual Rights,04,03,01,3,Individual Rights > Equal Protection Clause > Fundamental rights,Fundamental rights,fundamental_rights,Individual Rights,Equal Protection Clause,Fundamental rights
44040302,4,44,Constitutional Law,Individual Rights,04,03,02,3,Individual Rights > Equal Protection Clause > Establishing discrimination,Establishing discrimination,establishing_discrimination,Individual Rights,Equal Protection Clause,Establishing discrimination
